-6.543630000000000109e+03	-6.535210499999999593e+04	-1.710184500000000116e+04	-2.361739500000000044e+04	-4.772672999999999593e+04	-1.040687999999999920e+04	2.743042499999999927e+04	-8.048250000000000000e+03	1.000000000000000000e+00
-6.472619999999999891e+03	-6.529283999999999651e+04	-1.697489999999999782e+04	-2.350277999999999884e+04	-4.768568999999999505e+04	-1.040413500000000022e+04	2.743609499999999753e+04	-8.026649999999999636e+03	1.000000000000000000e+00
-6.429104999999999563e+03	-6.523024499999999534e+04	-1.692197999999999956e+04	-2.344450499999999738e+04	-4.769860499999999593e+04	-1.044071999999999935e+04	2.743245000000000073e+04	-8.008380000000000109e+03	1.000000000000000000e+00
-6.378614999999999782e+03	-6.515671499999999651e+04	-1.693309500000000116e+04	-2.350246500000000015e+04	-4.772704499999999825e+04	-1.047212999999999920e+04	2.741080500000000029e+04	-8.002439999999999600e+03	1.000000000000000000e+00
-6.369119999999999891e+03	-6.511725000000000000e+04	-1.693552499999999782e+04	-2.355245999999999913e+04	-4.773199499999999534e+04	-1.044166499999999905e+04	2.742043499999999767e+04	-7.989795000000000073e+03	1.000000000000000000e+00
-6.393914999999999964e+03	-6.510514499999999680e+04	-1.694488499999999840e+04	-2.353418999999999869e+04	-4.773086999999999534e+04	-1.040319000000000051e+04	2.742389999999999782e+04	-7.999784999999999854e+03	1.000000000000000000e+00
-6.388244999999999891e+03	-6.509987999999999738e+04	-1.694447999999999956e+04	-2.352955500000000029e+04	-4.772533499999999913e+04	-1.038627000000000044e+04	2.742795000000000073e+04	-8.008289999999999964e+03	1.000000000000000000e+00
-6.397694999999999709e+03	-6.512643000000000029e+04	-1.696400999999999840e+04	-2.351654999999999927e+04	-4.771683000000000175e+04	-1.040219999999999891e+04	2.743492499999999927e+04	-8.005184999999999491e+03	1.000000000000000000e+00
-6.406514999999999418e+03	-6.517187999999999738e+04	-1.699456499999999869e+04	-2.352235499999999956e+04	-4.772353499999999622e+04	-1.044760499999999956e+04	2.743078499999999985e+04	-8.007119999999999891e+03	1.000000000000000000e+00
-6.439409999999999854e+03	-6.522790499999999884e+04	-1.703380500000000029e+04	-2.353779000000000087e+04	-4.770908999999999651e+04	-1.048432499999999891e+04	2.743227000000000044e+04	-8.012654999999999745e+03	1.000000000000000000e+00
-6.454755000000000109e+03	-6.523784999999999854e+04	-1.708397999999999956e+04	-2.357252999999999884e+04	-4.770319499999999971e+04	-1.044670499999999993e+04	2.743928999999999724e+04	-8.008469999999999345e+03	1.000000000000000000e+00
-6.468434999999999491e+03	-6.525481499999999505e+04	-1.706476499999999942e+04	-2.357468999999999869e+04	-4.767952500000000146e+04	-1.040404500000000007e+04	2.743452000000000044e+04	-8.014634999999999309e+03	1.000000000000000000e+00
-6.438509999999999309e+03	-6.522529499999999825e+04	-1.699713000000000102e+04	-2.355169499999999971e+04	-4.766723999999999796e+04	-1.036831500000000051e+04	2.742430500000000029e+04	-8.009909999999999854e+03	1.000000000000000000e+00
-6.450795000000000073e+03	-6.527101499999999942e+04	-1.704955500000000029e+04	-2.361802499999999782e+04	-4.773419999999999709e+04	-1.040287500000000000e+04	2.741818499999999767e+04	-8.013689999999999600e+03	1.000000000000000000e+00
-6.488279999999999745e+03	-6.532888499999999476e+04	-1.710373500000000058e+04	-2.361280500000000029e+04	-4.774158000000000175e+04	-1.043779500000000007e+04	2.741872499999999854e+04	-8.022914999999999964e+03	1.000000000000000000e+00
-6.495389999999999418e+03	-6.531376499999999942e+04	-1.703794499999999971e+04	-2.347861499999999796e+04	-4.770085499999999593e+04	-1.043846999999999935e+04	2.742209999999999854e+04	-8.028719999999999345e+03	1.000000000000000000e+00
-6.508394999999999527e+03	-6.528851999999999680e+04	-1.701243000000000029e+04	-2.348050499999999738e+04	-4.770377999999999884e+04	-1.043518499999999949e+04	2.743037999999999738e+04	-8.020259999999999309e+03	1.000000000000000000e+00
-6.481079999999999927e+03	-6.525841500000000087e+04	-1.696211999999999898e+04	-2.349800999999999840e+04	-4.771246499999999651e+04	-1.044085499999999956e+04	2.742934499999999753e+04	-8.011889999999999418e+03	1.000000000000000000e+00
-6.405479999999999563e+03	-6.523181999999999971e+04	-1.696450500000000102e+04	-2.349265499999999884e+04	-4.771813499999999476e+04	-1.044805500000000029e+04	2.741863499999999840e+04	-8.008739999999999782e+03	1.000000000000000000e+00
-6.381135000000000218e+03	-6.518002499999999418e+04	-1.693836000000000058e+04	-2.345296500000000015e+04	-4.769680500000000029e+04	-1.042613999999999942e+04	2.742340499999999884e+04	-8.007164999999999964e+03	1.000000000000000000e+00
-6.415514999999999418e+03	-6.518092499999999563e+04	-1.694227499999999782e+04	-2.348311499999999796e+04	-4.766661000000000058e+04	-1.039792499999999927e+04	2.743654499999999825e+04	-8.010404999999999745e+03	1.000000000000000000e+00
-6.449309999999999491e+03	-6.522947999999999593e+04	-1.698759000000000015e+04	-2.355434999999999854e+04	-4.768784999999999854e+04	-1.037996999999999935e+04	2.744059499999999753e+04	-8.015354999999999563e+03	1.000000000000000000e+00
-6.460875000000000000e+03	-6.526637999999999738e+04	-1.702498500000000058e+04	-2.360402999999999884e+04	-4.770206999999999971e+04	-1.036223999999999978e+04	2.744878499999999985e+04	-8.011574999999999818e+03	1.000000000000000000e+00
-6.431219999999999345e+03	-6.521566500000000087e+04	-1.698439500000000044e+04	-2.354840999999999985e+04	-4.767736499999999796e+04	-1.036646999999999935e+04	2.744370000000000073e+04	-8.007255000000000109e+03	1.000000000000000000e+00
-6.423795000000000073e+03	-6.518033999999999651e+04	-1.696234500000000116e+04	-2.344036499999999796e+04	-4.766242499999999563e+04	-1.038631500000000051e+04	2.742583499999999913e+04	-8.015130000000000109e+03	1.000000000000000000e+00
